resource,description,development-policy,development-policy-categories,end-date,entry-date,geographies,name,notes,organisation,start-date,slug
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-B4,broadband;infrastructure;communications;development-management,,2020-12-21,E04001457,Business - High speed broadband,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-B4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-L1,area/location-specific-policy;community-facilities;leisure,,2020-12-21,E04001457,Leisure - Aston Clinton Park,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-L1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-L2,community-facilities;cycling;development-management;open-space,,2020-12-21,E04001457,"Leisure - Public open spaces, footpaths, cycle & bridleways",,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-L2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-L3,community-facilities,,2020-12-21,E04001457,Leisure - Community Centre,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-L3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-E1,community-facilities;education;health;schools,,2020-12-21,E04001457,Education & Health - Doctors & School expansion,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-E1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-E2,community-facilities;education;schools,,2020-12-21,E04001457,Education & Health - Improvements & Expansion to the School,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-E2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-T1,transport;transport,,2020-12-21,E04001457,Transport - Traffic mitigation,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-T1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-T2,cycling;leisure;transport;walking,,2020-12-21,E04001457,Transport - Encourage walking & cycling,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-EN1,biodiversity;development-management,,2020-12-21,E04001457,Environment - Development impact on biodiversity,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-EN1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-EN2,biodiversity;development-management,,2020-12-21,E04001457,Environment - Protecting biodiversity loss,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-EN2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-EN3,community-facilities;designation,,2020-12-21,E04001457,Environment - Local Green Spaces,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-EN3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,astonclintonndp-EN4,flooding,,2020-12-21,E04001457,Environment - Abating flood risk,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/astonclintonndp-EN4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP1,allocated-sites;housing,,2020-12-21,E04001465,Allocate land for around 617 new dwellings,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP2,allocated-sites;education,,2020-12-21,E04001465,Allocate land for 400 new rooms for University expansion,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP3,allocated-sites;specialised-housing,,2020-12-21,E04001465,Allocate land for self build,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP4,housing-mix,,2020-12-21,E04001465,Provide a diverse housing mix,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP5,affordable-housing,,2020-12-21,E04001465,Provide affordable housing,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP6,,,2020-12-21,E04001465,Phasing,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-HP7,development-management,,2020-12-21,E04001465,Guidelines for Windfall sites,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-HP7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE1,trees,,2020-12-21,E04001465,Protect existing trees and provision of trees in developments,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE2,biodiversity;ecology;nature,,2020-12-21,E04001465,Standard of ecological information required to minimise the impact on natural habitats,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE3,biodiversity;designation,,2020-12-21,E04001465,Protection of designated sites and local and national priority habitats and species,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE4,development-management,,2020-12-21,E04001465,Protection of movement corridors,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE5,biodiversity,,2020-12-21,E04001465,Biodiversity in Development Landscaping,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-DHE6,development-management,,2020-12-21,E04001465,Provision of good quality private outdoor space,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-DHE6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH1,allocated-sites;burial-spaces,,2020-12-21,E04001465,Allocate land for a Cemetery,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH2,community-facilities;development-management;leisure;play-space,,2020-12-21,E04001465,Provision of play provision for new developments,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH3,allocated-sites;allotments,,2020-12-21,E04001465,Allocate land for allotments,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH4,community-facilities;development-management;health,,2020-12-21,E04001465,Protection of existing and provision of new health facilities,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH5,area/location-specific-policy;open-space,,2020-12-21,E04001465,Protection of existing green open space,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH6,area/location-specific-policy,,2020-12-21,E04001465,Development of Canal Area,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH7,area/location-specific-policy,,2020-12-21,E04001465,Preservation of St. Rumbold’s Well,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-CLH8,area/location-specific-policy,,2020-12-21,E04001465,Continuation and expansion of the Riverside Walk,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-CLH8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE1,allocated-sites;employment,,2020-12-21,E04001465,Allocate land for employment development,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE2,allocated-sites;office;retail,,2020-12-21,E04001465,"Allocation of land for retail, office and mixed development",,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE3,retail;town-centres,,2020-12-21,E04001465,Locate new retail development within the town centre,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE4,retail;retail-policy,,2020-12-21,E04001465,Retain and enhance the primary and secondary retail frontages,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE5,allocated-sites;car-parks;parking;town-centres,,2020-12-21,E04001465,Allocation of land for town centre parking,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE6,broadband;infrastructure;communications,,2020-12-21,E04001465,Telecommunication provision,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE7,community-facilities;education;schools,,2020-12-21,E04001465,Preservation of existing primary and senior school sites,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-EE8,allocated-sites,,2020-12-21,E04001465,Land allocated to University of Buckingham expansion,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-EE8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-I1,development-management,,2020-12-21,E04001465,New disabled access requirement for new pedestrian routes,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-I1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-I2,energy,,2020-12-21,E04001465,Renewable energy generation,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-I2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-I3,water,,2020-12-21,E04001465,Rainwater collection,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-I3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-I4,flooding,,2020-12-21,E04001465,Development upon the flood plain,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-I4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-I5,,,2020-12-21,E04001465,Sewage Management,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-I5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR1,design,,2020-12-21,E04001465,Site Design Brief,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR2,area/location-specific-policy,,2020-12-21,E04001465,Site G,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR3,area/location-specific-policy,,2020-12-21,E04001465,Site H,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR4,area/location-specific-policy,,2020-12-21,E04001465,Site I,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR5,area/location-specific-policy,,2020-12-21,E04001465,Site J,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR6,area/location-specific-policy,,2020-12-21,E04001465,Site K,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,buckinghamndp-SR7,area/location-specific-policy,,2020-12-21,E04001465,Site M,,local-authority-eng:BUC,2015-09-30,development-policy/local-authority-eng/BUC/buckinghamndp-SR7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP1,conservation-area;development-management,,2020-12-21,E04001466,Development within and adjacent to the Conservation Area,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP2,green-belt,,2020-12-21,E04001466,AONB/Green Belt,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP3,,,2020-12-21,E04001466,Local Distinctiveness,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP4,development-management,,2020-12-21,E04001466,No Further Coalescence,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP5,development-management,,2020-12-21,E04001466,New Development,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP6,housing,,2020-12-21,E04001466,Meeting Local Housing Needs,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP7,affordable-housing,,2020-12-21,E04001466,Affordable Homes,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP8,development-management,,2020-12-21,E04001466,Small business sites,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP9,development-management,,2020-12-21,E04001466,Redevelopment of existing businesses,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP10,development-management,,2020-12-21,E04001466,Reuse and Relocation of Farm Buildings,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP11,car-parks;parking,,2020-12-21,E04001466,Provision of on-site parking spaces,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP12,transport,,2020-12-21,E04001466,Business traffic,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP13,community-facilities,,2020-12-21,E04001466,Community Facilities,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP14,conservation-area;heritage;listed-buildings,,2020-12-21,E04001466,Heritage,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,bucklandndp-BP15,nature,,2020-12-21,E04001466,Natural Environment,,local-authority-eng:BUC,2016-03-04,development-policy/local-authority-eng/BUC/bucklandndp-BP15
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,cheddingtonndp-P1,strategic-policy,,2020-12-21,E04001469,A Spatial Plan for the Parish,,local-authority-eng:BUC,2015-09-25,development-policy/local-authority-eng/BUC/cheddingtonndp-P1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,cheddingtonndp-P2,allocated-sites;housing,,2020-12-21,E04001469,Housing Site Allocations,,local-authority-eng:BUC,2015-09-25,development-policy/local-authority-eng/BUC/cheddingtonndp-P2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,cheddingtonndp-P3,community-facilities,,2020-12-21,E04001469,Community Facilities,,local-authority-eng:BUC,2015-09-25,development-policy/local-authority-eng/BUC/cheddingtonndp-P3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,cheddingtonndp-P4,design,,2020-12-21,E04001469,Design,,local-authority-eng:BUC,2015-09-25,development-policy/local-authority-eng/BUC/cheddingtonndp-P4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,cheddingtonndp-P5,area/location-specific-policy;conservation-area;heritage,,2020-12-21,E04001469,Southend Hill & Westend Hill Heritage Asset & Special Landscape,,local-authority-eng:BUC,2015-09-25,development-policy/local-authority-eng/BUC/cheddingtonndp-P5
